query_id,content_id,QuestionText,CorrectAnswerText,InCorrectAnswerText
69070_C,19596,the floor of a rectangular room is 17 m long and 12 m wide . the room is surrounded by a veranda of width 2 m on all its sides . the area of the veranda is :,132 m 2,148 m 2
29821_C,9659,"an isosceles triangle those sides are 13 cm , 13 cm , 10 cm long inscribed in a circle . find the radius of the circle",8 cm,10 cm
57604_C,16689,"thabo owns exactly 160 books , and each book is either paperback fiction , paperback nonfiction , or hardcover nonfiction . if he owns 20 more paperback nonfiction books than hardcover nonfiction books , and twice as many paperback fiction books as paperback nonfiction books , how many hardcover books nonfiction books does thabo own ?",25,35
105589_D,28831,what is the unit digit in the product ( 3 ^ 68 x 6 ^ 59 x 7 ^ 71 ) ?,4,6
83943_D,23357,"by selling a book for 300 , 20 % profit was earned . what is the cost price of the book ?",b ) 250,d ) 235
23284_A,8002,a circular wire of radius 42 cm is cut and bent into the form of a rectangle whose sides are in the ratio of 6 : 5 . the smaller side of the rectangle is :,60 cm,30 cm
64592_C,18459,"if k and w are the dimensions of a rectangle that has area 20 and if k and w are integers such that k > w , what is the total number of possible values of k ?",three,four
92414_D,25499,"in a race of 1000 m , a can beat by 100 m , in a race of 800 m , b can beat c by 100 m . by how many meters will a beat c in a race of 1000 m ?",212.5 m,222.9 m
117675_C,31885,"solution p is 20 percent lemonade and 80 percent carbonated water by volume ; solution q is 45 percent lemonade and 55 percent carbonated water by volume . if a mixture of pq contains 65 percent carbonated water , what percent of the volume of the mixture is p ?",40 %,50 %
108711_B,29621,find the highest common factor of 36 and 84 .,12,10
101011_E,27674,66 small identical cubes are used to form a large cube . how many more cubes are needed to add one top layer of small cube all over the surface of the large cube ?,150,256
47667_B,14174,"a store has 10 bottles of juice , including 6 bottles of apple juice . in the evening , 6 bottles of juice are sold one by one . what is the probability of selling 2 bottles of apple juice among the 6 bottles ? assume that every bottle has an equal chance of being bought .",1 / 14,1 / 12
41361_C,12579,"a , b and c rent a pasture . if a puts 10 oxen for 7 months , b puts 12 oxen for 5 months and c puts 15 oxen for 3 months for grazing and the rent of the pasture is rs . 280 , then how much amount should c pay as his share of rent ?",72,25
4805_E,3329,"what is the average ( arithmetic mean ) of the numbers 100 , 150 , 200 , 200 , 250 , and 300 ?",200,250
112066_B,30470,"if 6 < x < 10 < y < 17 , then what is the greatest possible positive integer difference of x and y ?",10,4
34905_C,10945,"a 8000 liter tank , half - full of water is being filled from a pipe with a flow rate of 1 kiloliter every 2 minutes . at the same time , the tank is losing water from two drains at a rate of 1 kiloliter every 4 minutes and every 6 minutes . how many minutes does it take to fill the tank completely ?",48,18
37999_A,11730,"a total of $ 20,000 was invested in two certificates of deposit at simple annual interest rates of 6 percent and 10 percent , respectively . if the total interest on the two certificates was $ 1,440 at the end of one year , what fractional part of the $ 20.000 was invested at the higher rate ?",9 / 10,3 / 8
47018_C,14011,how many two - digit whole numbers yield a remainder of 3 when divided by 10 and also yield a remainder of 3 when divided by 4 ? options :,four,three
44856_E,13462,"a grocery shop has a sale of rs . 6235 , rs . 6927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 6500 ?",5191,5291
10967_C,4888,"the number of stamps that kaye and alberto had were in the ration of 5 : 3 respectively . after kaye gave alberto 10 of her stamps , the ration of the number of kaye had to the number of alberto had was 3 : 2 . as a result of the gift , kaye had how many more stamps than alberto ?",80,40
86176_E,23922,a leak in the bottom of a tank can empty the full tank in 6 hours . an inlet pipe fills water at the rate of 4.5 liters per minute . when the tank is full in inlet is opened and due to the leak the tank is empties in 8 hours . the capacity of the tank is ?,6480,2799
20262_E,7238,"keats library purchases a number of new books , all in the category of biography , and the library does not acquire any other books . with the addition of the new biographies , the biography collection of the library amounts to 32 % of the total number of books in the library . if prior to the purchase , only 20 % of the books in keats library were biographies , by what percent has the number of biographies in the library increased ?",88 %,110 %
41392_C,12587,the tax on a commodity is diminished by 28 % but its consumption is increased by 12 % . find the decrease percent in the revenue derived from it ?,19 %,32 %
74845_D,21057,what is the decimal equivalent of ( 1 / 10 ) ^ 2 ?,0.01,0.25
86462_B,23995,a semicircle has a radius of 11 . what is the approximate perimeter of the semicircle ?,57,51
103826_C,28385,in a throw of dice what is the probability of ge æ « ng number greater than 2,2 / 3,1 / 5
53094_B,15547,"a cab driver 5 days income was $ 250 , $ 400 , $ 750 , $ 400 , $ 500 . then his average income is ?",$ 460,$ 450
39434_B,12092,what is ( 21 ^ 7 + 21 ) / 21 ?,85766122,83786095
13688_B,5579,"every day daniel drives 96 miles back from work . on sunday , daniel drove all the way back from work at a constant speed of x miles per hour . on monday , daniel drove the first 32 miles back from work at ( 2 x ) miles per hour , and the rest of the way at ( x / 2 ) miles per hour . the time it took daniel to drive back from work on monday is longer than the time it took him to drive back from work on sunday by what percent ?",50 %,20 %
75104_A,21123,"find large no . from below question the difference of two numbers is 1365 . on dividing the larger number by the smaller , we get 6 as quotient and the 20 as remainder",1634,1235
29656_D,9616,"a train 125 m long passes a man , running at 6 km / hr in the same direction in which the train is going , in 10 seconds . the speed of the train is ?",51,65
15672_D,6080,"a clockwise rotation around point z ( that is , a rotation in the direction of the arrow ) transforms the shaded quadrilateral to the unshaded quadrilateral . the angle of rotation is approximately",270 o,45 o
97899_E,26887,"a test has 150 questions . each question has 5 options , but only 1 option is correct . if test - takers mark the correct option , they are awarded 1 point . however , if an answer is incorrectly marked , the test - taker loses 0.25 points . no points are awarded or deducted if a question is not attempted . a certain group of test - takers attempted different numbers of questions , but each test - taker still received the same net score of 40 . what is the maximum possible number of such test - takers ?",23,27
69888_E,19802,"karen places a bet with tom that she will beat tom in a car race by 4 miles even if karen starts 4 minutes late . assuming that karen drives at an average speed of 60 mph and tom drives at an average speed of 45 mph , how many e miles will tom drive before karen wins the bet ?",24,27
28498_E,9324,"a cargo ships engines failed 100 miles away from the port . due to the changing wind direction , it is moving 12 miles towards the port and 6 miles away from the port . if the wind pattern remains same , how many miles it will travel before reaching the port ?",c - 280,e - 155
27921_D,9178,"joan and karl each bought a telescopes and the sum of their purchases was $ 400 . if twice of what joan paid was $ 74 more than what karl paid , what did joan pay for her telescope ?",$ 158,$ 156
71535_D,20220,a pharmaceutical company received $ 3 million in royalties on the first $ 20 million in sales of the generic equivalent of one of its products and then $ 9 million in royalties on the next $ 108 million in sales . by approximately what percent did the ratio of royalties to sales decrease from the first $ 20 million in sales to the next $ 108 million in sales ?,45 %,52 %
72910_A,20569,a train running at the speed of 40 km / hr crosses a pole in 27 seconds . what is the length of the train ?,300,250
2576_D,2765,how many numbers are divisible by 4 between 1 and 100 .,24,21
20506_E,7300,"a survey of n people in the town of eros found that 50 % of them preferred brand a . another survey of 150 people in the town of angie found that 60 % preferred brand a . in total , 55 % of all the people surveyed together preferred brand a . what is the total number of people surveyed ?",300,250
40877_A,12457,a cistern of capacity 8000 litres measures externally 3.3 m by 2.6 m by 1.5 m and its walls are 5 cm thick . the thickness of the bottom is :,5 dm,90 cm
100223_A,27476,a certain telescope increases the visual range at a particular location from 100 kilometers to 150 kilometers . by what percent is the visual range increased by using the telescope ?,50 %,30 %
52766_C,15464,"for 2 consecutive yrs , my incomes are in the ratio of 4 : 7 and expenses in the ratio of 3 : 5 . if my income in the 2 nd yr is rs . 42000 & my expenses in the first yr in rs . 25000 , my total savings for the two - year is",s . 6000,s . 9900
113931_B,30940,"if 625 ^ ( - x ) + 25 ^ ( - 2 x ) + 5 ^ ( - 4 x ) = 10 , what is the value of x ?",0,- 1 / 4
63699_B,18234,"an aeroplane covers a certain distance at a speed of 240 kmph in 4 hours . to cover the same distance in 1 2 / 3 hours , it must travel at a speed of :",576,620
71079_C,20106,"in the storage room of a certain bakery , the ratio of sugar to flour is 3 to 8 , and the ratio of flour to baking soda is 10 to 1 . if there were 60 more pounds of baking soda in the room , the ratio of flour to baking soda would be 8 to 1 . how many pounds of sugar are stored in the room ?",900,1500
62103_B,17828,"a fruit seller had some apples . he sells 40 % apples and still has 420 apples . originally , he had",700 apples,600 apples
3447_B,2985,1 / 2 - [ ( 2 / 7 * 7 / 32 ) + 1 ] + 9 / 16 =,0,19 / 16
26860_B,8910,a shopkeeper sold an article at $ 100 with 45 % profit . then find its cost price ?,$ 69,$ 100
2212_E,2672,"a salesman â € ™ s terms were changed from a flat commission of 5 % on all his sales to a fixed salary of rs . 1000 plus 2.5 % commission on all sales exceeding rs . 4,000 . if his remuneration as per new scheme was rs . 800 more than that by the previous schema , his sales were worth ?",s . 4,s . 50
102339_D,28009,"3 pumps , working 8 hours a day , can empty a tank in 2 days . how many hours a day must 6 pumps work to empty the tank in 1 day ?",8,12
68711_E,19505,"after a storm deposits 120 billion gallons of water into the city reservoir , the reservoir is 60 % full . if the original contents of the reservoir totaled 240 billion gallons , the reservoir was approximately what percentage full before the storm ?",54 %,65 %
84276_D,23441,"john has 10 pairs of matched socks . if he loses 9 individual socks , what is the greatest number of pairs of matched socks he can have left ?",5,4
78264_C,21922,"4 men and 6 women finish a job in 8 days , while 3 men and 7 women finish it in 10 days . in how many days will 10 women working together finish it ?",40 days,50 days
118650_A,32132,"in a neighborhood having 90 households , 11 did not have either a car or a bike . if 16 households had a both a car and a bike and 44 had a car , how many had bike only ?",35,30
54905_E,16005,"excluding stoppages , the speed of a train is 45 kmph and including stoppages it is 32 kmph . of how many minutes does the train stop per hour ?",17,28
40078_C,12255,"divide $ 450 among a , b in the ratio 1 : 4 . how many $ that a get ?",$ 90,$ 150
114045_E,30968,"the length of the bridge , which a train 130 metres long and travelling at 45 km / hr can cross in 30 seconds , is :",245 meters,300 meters
38991_E,11980,"a man engaged a servant on the condition that he would pay him rs . 900 and a uniform after 1 year service . he served only for 9 months and receiveduniform and rs . 650 , find the price of the uniform ?",rs . 100,rs . 190
76279_A,21420,"jane makes toy bears . when she works with an assistant , she makes 80 percent more bears per week and works 10 percent fewer hours each week . having an assistant increases jane ’ s output of toy bears per hour by what percent t ?",100 %,20 %
29794_A,9652,"a father said his son , ` ` i was as old as you are at present at the time of your birth . ` ` if the father age is 62 now , the son age 5 years back was",26,14
83695_C,23294,how many 3 digit positive integers exist that when divided by 7 leave a remainder of 5 ?,129,143
39856_E,12198,"pipe a can fill a pool in 12 hours at a constant rate . if pipe a does the job for 8 hours and pipe b does the rest of the job , which works at 1 / 3 constant rate of pipe a . how long will it take for pipe b alone to do the rest of the job ?",12 hrs,24 hrs
7770_D,4077,"in a certain apartment building , there are one - bedroom and two - bedroom apartments . the rental prices of the apartment depend on a number of factors , but on average , two - bedroom apartments have higher rental prices than do one - bedroom apartments . let m be the average rental price for all apartments in the building . if m is $ 1,000 higher than the average rental price for all one - bedroom apartments , and if the average rental price for all two - bedroom apartments is $ 9,000 higher that m , then what percentage of apartments in the building are two - bedroom apartments ?",10 %,30 %
17417_A,6521,there are cats got together and decided to kill the mice of 999936 . each cat kills equal number of mice and each cat kills more number of mice than cats there were . then what are the number of cats ?,992,941
109113_E,29723,"how many words , with or without meaning , can be formed using all letters of the word equation using each letter exactly once ?",40,39
2046_A,2631,vinoth can complete a painting work in 20 days . prakash can do the same work in 25 days . they start the work together but vinoth quit after 3 days of work . how many days are required to complete the remaining painting work by prakash .,18.25 days,15.25 days
105831_B,28892,"in a college , the ratio of the number of boys to girls is 8 : 5 . if there are 300 girls , the total number of students in the college is",780,520
85262_E,23690,"69 laboratories raise the bacterium , the laboratory have 48 culture dishes on average , which has about 25,075 bacteria each . how many bacteria are there approximately ?",10 ^ 7,10 ^ 11
102992_D,28173,"if the population of a certain country increases at the rate of two person every 60 seconds , by how many persons does the population increase in 100 minutes ?",200,220
56860_C,16500,"a rectangular grass field is 75 m * 55 m , it has a path of 2.5 m wide all round it on the outside . find the area of the path and the cost of constructing it at rs . 2 per sq m ?",1350,2677
105166_E,28724,"if the compound interest on a certain sum of money for 7 years at 10 % per annum be rs . 993 , what would be the simple interest ?",rs . 2100,none
97012_C,26662,tabby is training for a triathlon . she swims at a speed of 1 mile per hour . she runs at a speed of 8 miles per hour . she wants to figure out her average speed for these two events . what is the correct answer for her ?,4.5 mph,3.5 mph
91623_D,25298,how many liters of water must be evaporated from 50 liters of a 4 percent sugar solution to get a 10 percent sugar solution ?,30,28
17953_D,6656,"of the 120 passengers on flight 750 , 40 % are female . 10 % of the passengers sit in first class , and the rest of the passengers sit in coach class . if 1 / 3 of the passengers in first class are male , how many females are there in coach class ?",40,52
107394_A,29288,the tax on a commodity is diminished by 10 % and its consumption increased by 25 % . the effect on revenue is ?,12.5 % increase,12 % decrease
49480_A,14632,"a box contains 100 balls , numbered from 1 to 100 . if 3 balls are selected at random and with replacement from the box . if the 3 numbers on the balls selected contain two odd and one even . what is the probability l that the first ball picked up is odd numbered ?",2 / 3,0
79359_D,22199,car a runs at the speed of 65 km / hr & reaches its destination in 8 hr . car b runs at the speed of 70 km / h & reaches its destination in 4 h . what is the respective ratio of distances covered by car a & car b ?,13 : 7,14 : 6
96294_C,26480,the tax on a commodity is diminished by 10 % but its consumption is increased by 20 % . find the decrease percent in the revenue derived from it ?,4 %,32 %
54100_C,15802,"pascal has 96 miles remaining to complete his cycling trip . if he reduced his current speed by 4 miles per hour , the remainder of the trip would take him 16 hours longer than it would if he increased his speed by 50 % . what is his current speed o ?",8,10
54177_D,15821,ramesh purchased a refrigerator for rs . 12500 after getting a discount of 20 % on the labelled price . he spent rs . 125 on transport and rs . 250 on installation . at what price should it be sold so that the profit earned would be 16 % if no discount was offered ?,18560,17600
66255_C,18880,"six bells commence tolling together and toll at intervals of 2 , 4 , 6 , 8 10 and 12 seconds respectively . in 50 minutes , how many times do they toll together ?",26,15
38052_C,11743,"in the standard formulation of a flavored drink the ratio by volume of flavoring to corn syrup to water is 1 : 12 : 30 . in the sport formulation , the ratio of flavoring to corn syrup is three times as great as in the standard formulation , and the ratio of flavoring to water is half that of the standard formulation . if a large bottle of the sport formulation contains 2 ounces of corn syrup , how many ounces of water does it contain ?",30,45
38899_E,11957,a car gets 40 kilometers per gallon of gasoline . how many gallons of gasoline would the car need to travel 150 kilometers ?,3.75 gallons,7.50 gallons
95716_C,26334,"in an examination , 25 % of total students failed in hindi , 48 % failed in english and 27 % in both . the percentage of these who passed in both the subjects is :",54,28
70278_D,19902,"angelina walked 180 meters from her home to the grocery at a constant speed . she then walked 240 meters to the gym at double the speed . she spent 40 seconds less on her way from the grocery to the gym than on her way from home to the grocery . what was angelina ' s speed , in meters per second , from the grocery to the gym ?",3,6
29583_C,9598,"the price of an item is discounted 2 percent on day 1 of a sale . on day 2 , the item is discounted another 12 percent , and on day 3 , it is discounted an additional 25 percent . the price of the item on day 3 is what percentage of the sale price on day 1 ?",66 %,69 %
24762_E,8377,little krish had $ 200.50 . he spent $ 35.25 on sweets and gave to his two friends $ 25.20 each . how much money was left ?,$ 114.85,$ 104.85
76586_D,21497,after decreasing 24 % in the price of an article costs rs . 320 . find the actual cost of an article ?,421,525
49105_E,14537,"a person x working alone can complete a work in 5 days . a person y completes the same amount of work in 20 days , and a person z when working alone can complete the same amount of work in 30 days . all 3 people work together for 2 days but then x and y leave . how many more days does z need to complete the work after x and y leave ?",13,17
50581_C,14911,"a grocery shop has a sale of rs . 6335 , rs . 6927 , rs . 6855 , rs . 7230 and rs . 6562 for 5 consecutive months . how much sale must he have in the sixth month so that he gets an average sale of rs . 6500 ?",5091,4012
62370_B,17896,"a reduction of 25 % in the price of salt enables a lady to obtain 10 kgs more for rs . 100 , find the original price per kg ?",3.3,2.3
30499_C,9831,"average of 10 matches is 32 , how many runs one should should score to increase his average by 5 runs .",e ) 87,c ) 78
10851_C,4859,"youseff lives x blocks from his office . it takes him 1 minute per block to walk to work and 20 seconds per block to ride his bike to work . it is takes him exactly 4 minutes more to walk to work than to ride his bike to work , then x equals ?",6,10
45803_B,13702,"in a fuel station the service costs $ 1.75 per car , every liter of fuel costs 0.75 $ . assuming that a company owns 12 cars and that every fuel tank contains 55 liters and they are all empty , how much money total will it cost to fuel all cars ?",516 $,420 $
17340_A,6501,10 women can complete a work in 8 days and 10 children take 12 days to complete the work . how many days will 6 women and 3 children together take to complete the work ?,10,7
64048_A,18322,"what is the least number which should be added to 2782 so that the sum is exactly divisible by 5 , 6 , 4 , and 3 ?",38,26
45490_D,13622,one fourth of one third of two fifth of a number is 17 . what will be 40 % of that number,204,200
18441_C,6779,a train 550 meters long is running with a speed of 60 kmph . in what time will it pass a man who is running at 6 kmph in the direction opposite to that in which the train is going ?,30,25
55917_D,16261,walking at the rate of 3 kmph a man cover certain distance in 3 hr 20 min . running at a speed of 9 kmph the man will cover the same distance in .,54 min,48 min
118246_A,32029,"when 52416 is divided by 312 , the quotient is 168 . what will be the quotient when 52.416 is divided by 0.12510168 ?",10,5
69698_E,19754,. a car covers a distance of 742 km in 7 hours . find its speed ?,148,159
56568_B,16426,what is the decimal equivalent of ( 1 / 9 ) ^ 2 ?,0.0123,0.0625
7447_A,3996,after decreasing 24 % in the price of an article costs rs . 608 . find the actual cost of an article ?,800,128
34254_A,10781,"of the 120 passengers on flight 750 , 55 % are female . 10 % of the passengers sit in first class , and the rest of the passengers sit in coach class . if 1 / 3 of the passengers in first class are male , how many females are there in coach class ?",58,44
104320_C,28509,how long does a train 120 m long travelling at 60 kmph takes to cross a bridge of 170 m in length ?,17.4 sec,12.4 sec
18217_E,6722,"working together , wayne and his son can shovel the entire driveway in 3 hours . if wayne can shovel 6 times as fast as his son can , how many hours would it take for his son to shovel the entire driveway on his own ?",7,12
6067_D,3647,an alloy of zinc and copper contains the metals in the ratio 5 : 3 . the quantity of zinc to be added to 16 kg of the alloy so that the ratio of the metal may be 3 : 1 is :,8,3
104765_E,28622,"a rectangular field is to be fenced on three sides leaving a side of 20 feet uncovered . if the area of the field is 80 sq . feet , how many feet of fencing will be required ?",28,78
90417_C,24994,"if a : b : : 3 : 4 , then what is ( 5 a + 6 b ) : ( a - 2 b ) ?",- 39 : 5,11 : 10
111408_B,30304,"if 12 ! / 3 ^ x is an integer , what is the greatest possible value of x ?",5,4
7797_D,4084,"the price of lunch for 15 people was $ 211.00 , including a 15 percent gratuity for service . what was the average price per person , excluding the gratuity ?",$ 12.78,$ 14.00
36038_B,11232,the area of an isosceles trapezoid with sides of length 5 and bases of length 7 and 13 is ?,40,41
4564_E,3268,"the cricket team of 11 members is 26 yrs old & the wicket keeper is 3 yrs older . if the ages ofthese 2 are excluded , the average age of the remainingplayers is 1 year less than the average age of the whole team . what is the average age of the team ?",23,27
78844_E,22068,"the average ( arithmetic mean ) of the integers from 200 to 400 , inclusive , is how much greater than the average of the integers from 100 to 200 , inclusive ?",150,300
64387_D,18407,ramesh purchased a refrigerator for rs . 12500 after getting a discount of 20 % on the labelled price . he spent rs . 125 on transport and rs . 250 on installation . at what price should it be sold so that the profit earned would be 12 % if no discount was offered ?,17920,17600
3846_D,3086,a certain debt will be paid in 52 installments from january 1 to december 31 of a certain year . each of the first 8 payments is to be $ 410 ; each of the remaining payments is to be $ 65 more than each of the first 8 payments . what is the average ( arithmetic mean ) payment that will be made on the debt for the year ?,465,468
48793_B,14459,raman ' s salary was decreased by 50 % and subsequently increased by 50 % . how much percent does he loss,25,65
64767_B,18503,the average expenditure of a labourer for 7 months was 85 and he fell into debt . in the next 4 months by reducing his monthly expenses to 60 he not only cleared off his debt but also saved 30 . his monthly income is,86.5,72.02
20863_A,7391,"the average weight of a class is x pounds . when a new student weighing 100 pounds joins the class , the average decreases by 1 pound . in a few months the student ’ s weight increases to 110 pounds and the average weight of the class becomes x + 4 pounds . none of the other students ’ weights changed . what is the value of x ?",92,85
27162_E,8986,"3 candidates in an election and received 1000 , 2000 and 4000 votes respectively . what % of the total votes did the winning candidate got in that election ?",57.14 %,65.12 %
53838_C,15735,the measurement of a rectangular box with lid is 25 cmx 18 cmx 18 cm . find the volume of the largest sphere that can be inscribed in the box ( in terms of π cm 3 ) . ( hint : the lowest measure of rectangular box represents the diameter of the largest sphere ),972,72
109436_B,29805,a small island country of 5000 people has an emigration and immigration statistic per 500 persons of 50.4 and 15.4 respectively . how long will it take for the population to be half of its current number .,7.14,8.5
117579_C,31861,"how much time will a train of length 250 m moving at a speed of 72 kmph take to cross another train of length 300 m , moving at 36 kmph in the same direction ?",55,88
7771_A,4078,a person travels from p to q a speed of 30 km / hr and returns by increasing his speed by 30 % . what is his average speed for both the trips ?,34.5,33
46446_C,13866,"the population of a bacteria colony doubles every day . if it was started 7 days ago with 2 bacteria and each bacteria lives for 12 days , how large is the colony today ?",256,512
14544_D,5795,a bullet train 220 m long is running with a speed of 59 kmph . in what time will it pass a man who is running at 7 kmph in the direction opposite to that in which the bullet train is going ?,12 sec,11 sec
106596_D,29085,"annie and sam set out together on bicycles traveling at 15 and 12 km per hour respectively . after 40 minutes , annie stops to fix a flat tire . if it takes annie 35 minutes to fix the flat tire and sam continues to ride during this time , how many minutes will it take annie to catch up with sam assuming that annie resumes riding at 15 km per hour ?",100,80
22784_A,7875,"of 70 players on a cricket team , 37 are throwers . the rest of the team is divided so one third are left - handed and the rest are right handed . assuming that all throwers are right handed , how many right - handed players are there total ?",59,54
99313_D,27245,how many 3 digit positive integers e exist that when divided by 7 leave a remainder of 5 ?,129,141
102561_C,28065,"a and b can do a piece of work in 10 days , b and c in 15 days , c and a in 12 days . how long will c take to do it ?",40 days,24 days
36210_D,11275,"in measuring the sides of a rectangle , one side is taken 12 % in excess and other 5 % in deficit . find the error percentage in the area calculated from these measurements .",6.4 %,5 %
93631_E,25806,"jen has a jar of jam , and she ate 1 / 3 of the jam for lunch . if jen ate 1 / 7 of the remaining jam for dinner , what fraction of the jam was left after dinner ?",4 / 7,11 / 14
57437_C,16646,what two - digit number is less than the sum of the square of its digits by 12 and exceeds their doubled product by 5 ?,99,26
49550_D,14649,fresh grapes contain 90 % by weight while dried grapes contain 20 % water by weight . what is the weight of dry grapes available from 25 kg of fresh grapes ?,3.12 kg,10 kg
79556_E,22248,the ration of the number of boys and girls in a college is 2 : 3 . if the percentage is increase in the number of boys and girls be 10 % and 20 % respectively . what will be the new ration ?,11 : 18,15 : 23
80348_B,22448,"if there is an equal probability of a child being born a boy or a girl , what is the probability that a couple who have 6 children have two children of the same sex and one of the opposite sex ?",3 / 16,2 / 3
116246_B,31524,"a sells a cricket bat to b at a profit of 20 % . b sells it to c at a profit of 25 % . if c pays $ 231 for it , the cost price of the cricket bat for a is :",154,120
51877_C,15239,"factory x ' s bulbs work for over 4000 hours in 59 % of cases , whereas factory y ' s bulbs work for over 4000 hours in 65 % of cases . it is known that factory x supplies 60 % of the total bulbs available . what is the chance that a purchased bulb will work for longer than 4000 hours ?",61.4 %,77.4 %
95807_A,26357,a van takes 5 hours to cover a distance of 450 km . what speed in kph should the van maintain to cover the same distance in 3 / 2 of the previous time ?,60,56
111420_B,30307,"what is the minimum possible range in scores of the 3 test - takers ? 3 people each took 5 tests . if the ranges of their scores in the 5 practice tests were 18 , 26 and 32 .",30,32
83526_A,23252,the sum of the 1 st and 3 rd of 3 consecutive odd integers is 131 less than 3 times the second integer . find the 3 integers ?,133,121
94770_B,26096,"a military camp has a food reserve for 250 personnel for 40 days . if after 15 days 50 more personnel are added to the camp , find the number of days the reserve will last for ?",25,67
35933_C,11205,"how many cuboids of length 5 m , width 6 m and height 3 m can be farmed from a cuboid of 18 m length , 15 m width and 2 m height .",6,10
10698_D,4819,"of the 3,600 employees of company x , 1 / 3 are clerical . if the clerical staff were to be reduced by 1 / 4 , what percent of the total number of the remaining employees would then be clerical ?",28.1 %,12.5 %
84528_E,23504,in what time will a railway train 90 m long moving at the rate of 36 kmph pass a telegraph post on its way ?,9 sec,2 sec
52068_B,15287,"excluding stoppages , the speed of a bus is 64 kmph and including stoppages , it is 50 kmph . for how many minutes does the bus stop per hour ?",13.12,12.3
44608_D,13400,"a camera lens filter kit containing 5 filters sells for $ 72.50 . if the filters are purchased individually , 2 of them are priced at $ 12.45 each , 2 at $ 14.05 each , 1 at $ 11.50 . the amount saved by purchasing the kit is what percent of the total price of the 5 filters purchased individually ?",11.03 %,13.03 %
88209_A,24436,"ratio between rahul and deepak is 4 : 3 , after 22 years rahul age will be 26 years . what is deepak present age",3,10
116230_B,31520,"a man sold 18 toys for rs . 21000 , gaining thereby the cost price of 3 toy find the cost price of a toy",s . 1000,s . 800
37624_A,11635,"to be considered for “ movie of the year , ” a film must appear in at least 1 / 4 of the top - 10 - movies lists submitted by the cinematic academy ’ s 775 members . what is the smallest number of top - 10 lists a film can appear on and still be considered for “ movie of the year ” ?",194,191
89401_B,24737,"in a graduating class , the difference between the highest and lowest salaries is $ 100000 . the median salary is $ 50000 higher than the lowest salary and the average salary is $ 20000 higher than the median . what is the minimum number of students t in the class ?",c ) 15,b ) 12
19019_B,6925,log 3 n + log 6 n what is 3 digit number n that will be whole number,216,729
113676_A,30876,"what is the square root of 3,969 ?",d ) 63,a ) 18
41903_E,12715,"with both valves open , the pool will be filled with water in 48 minutes . the first valve alone would fill the pool in 2 hours . if the second valve emits 50 cubic meters of water more than the first every minute , then what is the capacity t of the pool ?",12000 cubic meters,12500 cubic meters
3861_C,3090,"while driving from a - ville to b - town , harriet drove at a constant speed of 110 kilometers per hour . upon arriving in b - town , harriet immediately turned and drove back to a - ville at a constant speed of 140 kilometers per hour . if the entire trip took 5 hours , how many minutes did it take harriet to drive from a - ville to b - town ?",168,150
118792_E,32167,"the value of a machine depreciates at the rate of 10 % every year . it was purchased 3 years ago . if its present value is rs . 8748 , its purchase price was :",12000,12019
67382_E,19165,61 small identical cubes are used to form a large cube . how many more cubes are needed to add one top layer of small cube all over the surface of the large cube ?,155,256
11786_B,5096,add 16 % of 36 and 13 % of 45 .,7.2,8.5
75684_D,21269,a is half good a work man as b and together they finish a job in 15 days . in how many days working alone b finish the job ?,45 / 2,36
102505_D,28051,the sum of all solutions for x in the equation x ^ 2 – 4 x + 14 = | x – 4 | + 8 is equal to :,8,12
113928_C,30939,"martin bought 10 concert tickets , some at the full price of $ 2.00 per ticket , and some at a discounted price of $ 1.60 per ticket . if he spent a total of $ 17.20 , how many discounted tickets did he buy ?",7,5
68015_E,19327,"when 2 is added to half of one - third of one - fifth of a number , the result is one - fifteenth of the number . find the number ?",60,80
11557_C,5037,a number is selected at random from the first 30 natural numbers . what is the probability that the number is a multiple of either 2 or 19 ?,8 / 15,7 / 15
5966_B,3622,a vendor buys 10 t - shirts at an average price of $ 14 per t - shirt . he then buys 15 more t - shirts at an average price of $ 11 per t - shirt . what is the average price d per t - shirt that the vendor paid for these purchases ?,$ 12.20,$ 12.50
91842_C,25354,"a factory has 15 machines of equal efficiency in its factory . the annual manufacturing costs are rs . 42000 & establishment charges are rs . 12000 . the annual output of the company is rs . 70000 . the annual output and manufacturing costs are directly proportional to the number of machines . the shareholders get 12 . 512.5 profit , which is directly proportional to the annual output of the company . if 7 . 147.14 machines remain closed throughout the year , then the % decrease in the amountof profit of the shareholders would be ?",12.5 %,14 %
39057_B,11997,"a factory produces 5500 toys per week . if the workers at this factory work 4 days a week and if these workers make the same number of toys everyday , how many toys are produced each day ?",1375 toys,5487 toys
35970_D,11214,"find the least number which when divided by 5 , 67 , and 8 leaves a remainder 3 , but when divided by 9 leaves no remainder",1683,1582
28727_B,9383,"a mixture contains milk and water in the ratio 3 : 2 . on adding 10 litters of water , the ratio of milk to water becomes 2 : 3 . total quantity of milk & water before adding water to it ?",20,30
68730_D,19510,speed of a boat in standing water is 9 kmph and speed of the stream is 1.5 kmph . a man can rows to a place at a distance of 105 km and comes back to the starting point . the total time taken by him is ?,24 hours,10 hours
